   4.1228200e+01	   2.0523515e+04	   5.0591113e-01	   1.0000000e+00	
   4.0013550e+01	   2.2005000e+04	   1.2221669e+00	   1.0000000e+00	
   4.2376403e+01	   2.0074972e+04	   1.7398555e+00	   1.0000000e+00	
   4.0306474e+01	   2.4126694e+04	   1.7873389e+00	   1.0000000e+00	
   4.1228174e+01	   2.1281963e+04	   1.8160706e+00	   1.0000000e+00	
   4.0669709e+01	   1.8449437e+04	   1.8300202e+00	   1.0000000e+00	
   4.0903368e+01	   2.6485071e+04	   1.8553216e+00	   1.0000000e+00	
   4.2384400e+01	   2.2081012e+04	   1.8787027e+00	   1.0000000e+00	
   4.0987699e+01	   1.7269661e+04	   2.0626029e+00	   1.0000000e+00	
   3.9003381e+01	   1.2691497e+04	   2.0703455e+00	   1.0000000e+00	
   4.1864996e+01	   1.8894212e+04	   2.1634508e+00	   1.0000000e+00	
   4.0933905e+01	   2.9199864e+04	   2.2626194e+00	   1.0000000e+00	
   4.0968662e+01	   2.5995411e+04	   2.3132899e+00	   1.0000000e+00	
   4.3931876e+01	   2.8758130e+04	   2.3568952e+00	   1.0000000e+00	
   4.0242104e+01	   1.5051957e+04	   2.3935428e+00	   1.0000000e+00	
   4.0468755e+01	   1.5329840e+04	   2.4068631e+00	   1.0000000e+00	
   4.4754211e+01	   3.6054882e+04	   2.4384731e+00	   1.0000000e+00	
   4.2003220e+01	   2.4437329e+04	   2.4992535e+00	   1.0000000e+00	
   3.9662831e+01	   1.8566307e+04	   2.5049960e+00	   1.0000000e+00	
   4.0170722e+01	   2.6848504e+04	   2.5146312e+00	   1.0000000e+00	
   4.0371421e+01	   1.9616297e+04	   2.5521386e+00	   1.0000000e+00	
   4.2848145e+01	   2.4995210e+04	   2.5733392e+00	   1.0000000e+00	
   4.0300557e+01	   2.2454082e+04	   2.6255477e+00	   1.0000000e+00	
   3.9191126e+01	   1.2793057e+04	   2.7992226e+00	   1.0000000e+00	
   4.0434111e+01	   2.5602654e+04	   2.8398848e+00	   1.0000000e+00	
   4.0697854e+01	   1.5876733e+04	   2.9451675e+00	   1.0000000e+00	
   3.9727943e+01	   1.3047711e+04	   3.0863182e+00	   1.0000000e+00	
   3.9719495e+01	   2.2896415e+04	   3.1193089e+00	   1.0000000e+00	
   3.8933591e+01	   1.6761029e+04	   3.1366888e+00	   1.0000000e+00	
   4.0982855e+01	   3.2291221e+04	   3.1597738e+00	   1.0000000e+00	
   4.0549590e+01	   2.2063460e+04	   3.1894915e+00	   1.0000000e+00	
   4.0472938e+01	   1.7470208e+04	   3.2329418e+00	   1.0000000e+00	
   4.1747438e+01	   2.1834817e+04	   3.2756066e+00	   1.0000000e+00	
   3.8444821e+01	   1.1569778e+04	   3.2764330e+00	   1.0000000e+00	
   3.9663763e+01	   1.9739720e+04	   3.4727084e+00	   1.0000000e+00	
   4.1176477e+01	   2.3529950e+04	   3.4865401e+00	   1.0000000e+00	
   4.1984680e+01	   2.6325550e+04	   3.4987880e+00	   1.0000000e+00	
   4.0946795e+01	   2.3814358e+04	   3.5178244e+00	   1.0000000e+00	
   3.7879913e+01	   1.1279523e+04	   3.5744581e+00	   1.0000000e+00	
   4.0353667e+01	   2.4349010e+04	   3.5832355e+00	   1.0000000e+00	
   4.0700346e+01	   1.5268148e+04	   3.5924736e+00	   1.0000000e+00	
   4.0135946e+01	   2.6314093e+04	   3.6243939e+00	   1.0000000e+00	
   3.8094417e+01	   1.2147083e+04	   3.6251305e+00	   1.0000000e+00	
   4.0937193e+01	   2.9239179e+04	   3.6403046e+00	   1.0000000e+00	
   4.1037114e+01	   2.4030617e+04	   3.6865156e+00	   1.0000000e+00	
   3.8273767e+01	   1.6441734e+04	   3.7541999e+00	   1.0000000e+00	
   4.3320672e+01	   3.9663382e+04	   3.7811171e+00	   1.0000000e+00	
   4.1270732e+01	   2.1404558e+04	   3.8269878e+00	   1.0000000e+00	
   3.9618267e+01	   2.3855181e+04	   3.8538534e+00	   1.0000000e+00	
   3.9209504e+01	   1.1071404e+04	   3.8604959e+00	   1.0000000e+00	
   4.1424104e+01	   2.6789805e+04	   3.8629301e+00	   1.0000000e+00	
   4.2360894e+01	   2.9194255e+04	   3.8735156e+00	   1.0000000e+00	
   4.1358319e+01	   2.5755120e+04	   3.8847865e+00	   1.0000000e+00	
   4.0556349e+01	   2.8896112e+04	   3.8917863e+00	   1.0000000e+00	
   4.1551115e+01	   2.3024047e+04	   3.8965564e+00	   1.0000000e+00	
   3.9285278e+01	   9.9450411e+03	   3.9059163e+00	   1.0000000e+00	
   4.1285010e+01	   3.3912816e+04	   3.9341662e+00	   1.0000000e+00	
   3.9309533e+01	   1.3979072e+04	   3.9812844e+00	   1.0000000e+00	
   4.0995629e+01	   2.6023578e+04	   4.0000268e+00	   1.0000000e+00	
   4.0125836e+01	   1.6955105e+04	   4.0070065e+00	   1.0000000e+00	
   4.0598544e+01	   2.2805139e+04	   4.0249619e+00	   1.0000000e+00	
